,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Cluster
525,Drop the Gun,Be Svendsen,0.869,0.562,10,-10.546,0,0.0684,0.0168,0.596,0.117,0.507,115.02,audio_features,4pl6jSbip4nb10NX2xAEnx,spotify:track:4pl6jSbip4nb10NX2xAEnx,https://api.spotify.com/v1/tracks/4pl6jSbip4nb10NX2xAEnx,https://api.spotify.com/v1/audio-analysis/4pl6jSbip4nb10NX2xAEnx,310495,4,Cluster 1
526,Day 3,Be Svendsen,0.738,0.363,10,-16.432,0,0.0454,0.824,0.915,0.104,0.0663,106.008,audio_features,5fSFt5Z9vlUG09LaHtQX6J,spotify:track:5fSFt5Z9vlUG09LaHtQX6J,https://api.spotify.com/v1/tracks/5fSFt5Z9vlUG09LaHtQX6J,https://api.spotify.com/v1/audio-analysis/5fSFt5Z9vlUG09LaHtQX6J,274681,4,Cluster 1
527,Hazy Eyes,Be Svendsen,0.863,0.465,9,-12.585,0,0.0487,0.0281,0.469,0.0993,0.695,117.994,audio_features,6RSUvwxRa4B6F6UoOOm0ia,spotify:track:6RSUvwxRa4B6F6UoOOm0ia,https://api.spotify.com/v1/tracks/6RSUvwxRa4B6F6UoOOm0ia,https://api.spotify.com/v1/audio-analysis/6RSUvwxRa4B6F6UoOOm0ia,342088,4,Cluster 1
528,October Letters,Be Svendsen,0.7,0.283,2,-13.66,1,0.0511,0.274,0.0353,0.246,0.0654,113.032,audio_features,6f4mwv2OOuTcTdBTDiRXBS,spotify:track:6f4mwv2OOuTcTdBTDiRXBS,https://api.spotify.com/v1/tracks/6f4mwv2OOuTcTdBTDiRXBS,https://api.spotify.com/v1/audio-analysis/6f4mwv2OOuTcTdBTDiRXBS,309728,4,Cluster 1
529,Between A Smile And A Tear,Be Svendsen,0.798,0.482,5,-12.156,0,0.0369,0.767,0.852,0.102,0.698,119.987,audio_features,7aLYuBHTBjQr9hFjIwpNeU,spotify:track:7aLYuBHTBjQr9hFjIwpNeU,https://api.spotify.com/v1/tracks/7aLYuBHTBjQr9hFjIwpNeU,https://api.spotify.com/v1/audio-analysis/7aLYuBHTBjQr9hFjIwpNeU,228969,4,Cluster 1
530,Lust For Life (with The Weeknd),Lana Del Rey,0.504,0.655,0,-8.644,0,0.0542,0.604,0.00193,0.364,0.262,99.982,audio_features,0mt02gJ425Xjm7c3jYkOBn,spotify:track:0mt02gJ425Xjm7c3jYkOBn,https://api.spotify.com/v1/tracks/0mt02gJ425Xjm7c3jYkOBn,https://api.spotify.com/v1/audio-analysis/0mt02gJ425Xjm7c3jYkOBn,264066,4,Cluster 3
531,Broke,Equateur,0.714,0.705,1,-9.249,1,0.0403,0.00039,5.29e-05,0.0408,0.0763,105.034,audio_features,3E8qyNbhzTtXiaHvDG5Oi8,spotify:track:3E8qyNbhzTtXiaHvDG5Oi8,https://api.spotify.com/v1/tracks/3E8qyNbhzTtXiaHvDG5Oi8,https://api.spotify.com/v1/audio-analysis/3E8qyNbhzTtXiaHvDG5Oi8,241867,4,Cluster 1
532,The Finishing,Stavroz,0.773,0.377,9,-12.653,1,0.0455,0.655,0.829,0.122,0.0363,119.975,audio_features,2SCLswvRP8hAYdIKsrLV6h,spotify:track:2SCLswvRP8hAYdIKsrLV6h,https://api.spotify.com/v1/tracks/2SCLswvRP8hAYdIKsrLV6h,https://api.spotify.com/v1/audio-analysis/2SCLswvRP8hAYdIKsrLV6h,482983,4,Cluster 1
533,Pink & Orange Sky - Just Emma Remix,Satori,0.767,0.469,1,-10.867,1,0.0651,0.0671,0.144,0.0827,0.105,119.993,audio_features,3NsJD0l0XN2kpRLgaAjg50,spotify:track:3NsJD0l0XN2kpRLgaAjg50,https://api.spotify.com/v1/tracks/3NsJD0l0XN2kpRLgaAjg50,https://api.spotify.com/v1/audio-analysis/3NsJD0l0XN2kpRLgaAjg50,436079,4,Cluster 1
534,Vanity Corner,Akın Sevgör,0.7,0.317,0,-14.264,0,0.033,0.843,0.894,0.0769,0.408,94.986,audio_features,5DRE5h8g5LK93pWeQrg4d8,spotify:track:5DRE5h8g5LK93pWeQrg4d8,https://api.spotify.com/v1/tracks/5DRE5h8g5LK93pWeQrg4d8,https://api.spotify.com/v1/audio-analysis/5DRE5h8g5LK93pWeQrg4d8,355105,4,Cluster 1
535,Sunshine - Thomas Atzmann Remix,Just Emma,0.866,0.5,2,-9.491,1,0.0655,0.000333,0.714,0.104,0.351,120.013,audio_features,2gNENYDo8zeOtpwItnD22e,spotify:track:2gNENYDo8zeOtpwItnD22e,https://api.spotify.com/v1/tracks/2gNENYDo8zeOtpwItnD22e,https://api.spotify.com/v1/audio-analysis/2gNENYDo8zeOtpwItnD22e,440000,4,Cluster 1
536,Scars In The Sky - Armen Miran Remix,Just Emma,0.793,0.629,8,-11.985,0,0.0543,0.0682,0.851,0.11,0.38,112.01,audio_features,6eD0A1O9avGcOKSqnhf3uT,spotify:track:6eD0A1O9avGcOKSqnhf3uT,https://api.spotify.com/v1/tracks/6eD0A1O9avGcOKSqnhf3uT,https://api.spotify.com/v1/audio-analysis/6eD0A1O9avGcOKSqnhf3uT,371184,3,Cluster 1
537,Burning Sun - Just Emma's Just Take Me Back Mix,Monolink,0.722,0.293,9,-16.058,0,0.0342,0.0804,0.645,0.0994,0.0574,107.006,audio_features,55puWU59WwyYBEs2q1OAHC,spotify:track:55puWU59WwyYBEs2q1OAHC,https://api.spotify.com/v1/tracks/55puWU59WwyYBEs2q1OAHC,https://api.spotify.com/v1/audio-analysis/55puWU59WwyYBEs2q1OAHC,629559,4,Cluster 1
538,Prague,Kerala Dust,0.829,0.498,4,-14.532,0,0.102,0.051,0.825,0.0849,0.497,114.989,audio_features,6QVeWXOVF0gZQLtTzZxjeY,spotify:track:6QVeWXOVF0gZQLtTzZxjeY,https://api.spotify.com/v1/tracks/6QVeWXOVF0gZQLtTzZxjeY,https://api.spotify.com/v1/audio-analysis/6QVeWXOVF0gZQLtTzZxjeY,402481,4,Cluster 1
539,Maria,Kerala Dust,0.817,0.433,7,-12.748,1,0.0736,0.129,0.304,0.0848,0.372,110.008,audio_features,2vOfifh09XV8vAEj0dffVW,spotify:track:2vOfifh09XV8vAEj0dffVW,https://api.spotify.com/v1/tracks/2vOfifh09XV8vAEj0dffVW,https://api.spotify.com/v1/audio-analysis/2vOfifh09XV8vAEj0dffVW,356179,4,Cluster 1
540,Yorgunum Ve Ağrılar,Kaan Boşnak,0.821,0.181,1,-14.36,0,0.0691,0.108,4.7e-06,0.0979,0.792,85.028,audio_features,4ydqTAEY9W5RsHW6JgXgcL,spotify:track:4ydqTAEY9W5RsHW6JgXgcL,https://api.spotify.com/v1/tracks/4ydqTAEY9W5RsHW6JgXgcL,https://api.spotify.com/v1/audio-analysis/4ydqTAEY9W5RsHW6JgXgcL,216573,4,Cluster 1
541,Ölüm Çizgisi,No.1,0.627,0.588,3,-7.486,0,0.0299,0.0204,0.773,0.109,0.247,99.991,audio_features,5IuMYpjCpuUzPSjwSIBpih,spotify:track:5IuMYpjCpuUzPSjwSIBpih,https://api.spotify.com/v1/tracks/5IuMYpjCpuUzPSjwSIBpih,https://api.spotify.com/v1/audio-analysis/5IuMYpjCpuUzPSjwSIBpih,318006,4,Cluster 1
542,Mavi Toz Ormanda,Glasxs,0.664,0.424,2,-9.248,0,0.0432,0.102,0.264,0.0501,0.189,110.949,audio_features,1otADclwGd3cxJXAKX0Iei,spotify:track:1otADclwGd3cxJXAKX0Iei,https://api.spotify.com/v1/tracks/1otADclwGd3cxJXAKX0Iei,https://api.spotify.com/v1/audio-analysis/1otADclwGd3cxJXAKX0Iei,269769,4,Cluster 1
543,Hiç Işık Yok,No.1,0.453,0.449,2,-8.092,1,0.0322,0.372,0.0187,0.103,0.117,76.0,audio_features,2noHL0PeH7WjRSLBjWxU4Q,spotify:track:2noHL0PeH7WjRSLBjWxU4Q,https://api.spotify.com/v1/tracks/2noHL0PeH7WjRSLBjWxU4Q,https://api.spotify.com/v1/audio-analysis/2noHL0PeH7WjRSLBjWxU4Q,427249,4,Cluster 1
544,Marigold (feat. Bob Moses),Frank & Tony,0.808,0.677,5,-14.315,0,0.0752,0.000526,0.918,0.0946,0.528,114.005,audio_features,4qHyQVGZjOb8cmXngZ9N8w,spotify:track:4qHyQVGZjOb8cmXngZ9N8w,https://api.spotify.com/v1/tracks/4qHyQVGZjOb8cmXngZ9N8w,https://api.spotify.com/v1/audio-analysis/4qHyQVGZjOb8cmXngZ9N8w,467239,4,Cluster 1
545,Guilty Love,ZHU,0.798,0.595,4,-6.028,0,0.0525,0.00608,0.446,0.0672,0.372,123.028,audio_features,4WyKR8AvrQUgPCekn8e3Cu,spotify:track:4WyKR8AvrQUgPCekn8e3Cu,https://api.spotify.com/v1/tracks/4WyKR8AvrQUgPCekn8e3Cu,https://api.spotify.com/v1/audio-analysis/4WyKR8AvrQUgPCekn8e3Cu,273258,4,Cluster 1
546,I'm That Guy,Agar Agar,0.626,0.389,5,-10.179,0,0.0413,0.174,0.683,0.102,0.372,182.092,audio_features,3y29QLWHxB1G7CfuFyZ8qe,spotify:track:3y29QLWHxB1G7CfuFyZ8qe,https://api.spotify.com/v1/tracks/3y29QLWHxB1G7CfuFyZ8qe,https://api.spotify.com/v1/audio-analysis/3y29QLWHxB1G7CfuFyZ8qe,448583,4,Cluster 1
547,More Than That,Allen Hulsey,0.585,0.219,4,-8.278,1,0.0267,0.839,0.000405,0.114,0.265,76.216,audio_features,0ImejEUWvXp9I943fYMBo2,spotify:track:0ImejEUWvXp9I943fYMBo2,https://api.spotify.com/v1/tracks/0ImejEUWvXp9I943fYMBo2,https://api.spotify.com/v1/audio-analysis/0ImejEUWvXp9I943fYMBo2,275983,4,Cluster 3
548,For All Time - Extended Mix,Jody Wisternoff,0.748,0.632,6,-8.413,0,0.0384,5.76e-05,0.827,0.0566,0.0553,120.021,audio_features,4W6JVMAInvZodDQ6mxuu5C,spotify:track:4W6JVMAInvZodDQ6mxuu5C,https://api.spotify.com/v1/tracks/4W6JVMAInvZodDQ6mxuu5C,https://api.spotify.com/v1/audio-analysis/4W6JVMAInvZodDQ6mxuu5C,464880,4,Cluster 1
549,Palace,Sam Smith,0.345,0.193,6,-10.236,0,0.0328,0.74,4.2e-06,0.117,0.268,77.547,audio_features,3zesxb7sOGbeSwUrzLUP0f,spotify:track:3zesxb7sOGbeSwUrzLUP0f,https://api.spotify.com/v1/tracks/3zesxb7sOGbeSwUrzLUP0f,https://api.spotify.com/v1/audio-analysis/3zesxb7sOGbeSwUrzLUP0f,187157,4,Cluster 3
550,Pray,Sam Smith,0.637,0.448,4,-7.968,0,0.0617,0.224,0.0,0.0887,0.224,87.919,audio_features,3n3b5WNEohHP7Ou4ndBo6b,spotify:track:3n3b5WNEohHP7Ou4ndBo6b,https://api.spotify.com/v1/tracks/3n3b5WNEohHP7Ou4ndBo6b,https://api.spotify.com/v1/audio-analysis/3n3b5WNEohHP7Ou4ndBo6b,221760,3,Cluster 3
551,Küvet,Ezhel,0.855,0.58,1,-8.925,0,0.117,0.647,0.000402,0.11,0.391,129.917,audio_features,1anxoJyGm5QOWpPtDkXIfc,spotify:track:1anxoJyGm5QOWpPtDkXIfc,https://api.spotify.com/v1/tracks/1anxoJyGm5QOWpPtDkXIfc,https://api.spotify.com/v1/audio-analysis/1anxoJyGm5QOWpPtDkXIfc,299091,4,Cluster 1
552,Promise Not To Fall,Human Touch,0.46,0.592,9,-5.462,0,0.0313,0.521,0.0367,0.129,0.133,149.278,audio_features,7tQ9nEJbYZTb8ghZ0d2t0k,spotify:track:7tQ9nEJbYZTb8ghZ0d2t0k,https://api.spotify.com/v1/tracks/7tQ9nEJbYZTb8ghZ0d2t0k,https://api.spotify.com/v1/audio-analysis/7tQ9nEJbYZTb8ghZ0d2t0k,208893,4,Cluster 3
553,Sirens - Extended Version,Monolink,0.847,0.49,11,-10.171,0,0.0673,0.274,0.458,0.139,0.364,119.997,audio_features,6P3PZYn8l4kQWI6aGLZzez,spotify:track:6P3PZYn8l4kQWI6aGLZzez,https://api.spotify.com/v1/tracks/6P3PZYn8l4kQWI6aGLZzez,https://api.spotify.com/v1/audio-analysis/6P3PZYn8l4kQWI6aGLZzez,402031,4,Cluster 1
554,Ocean Drive - Extended Mix,Duke Dumont,0.671,0.683,8,-5.629,0,0.0377,0.00727,0.000147,0.172,0.363,115.01,audio_features,6sE5ZU3sO0U7lfjoY87gFt,spotify:track:6sE5ZU3sO0U7lfjoY87gFt,https://api.spotify.com/v1/tracks/6sE5ZU3sO0U7lfjoY87gFt,https://api.spotify.com/v1/audio-analysis/6sE5ZU3sO0U7lfjoY87gFt,279932,4,Cluster 3
555,Sordid Affair - Maceo Plex Remix,Röyksopp,0.741,0.718,10,-7.878,0,0.0378,0.000253,0.248,0.0983,0.374,123.004,audio_features,0eIBSKaeYrzREuDJXoDvHZ,spotify:track:0eIBSKaeYrzREuDJXoDvHZ,https://api.spotify.com/v1/tracks/0eIBSKaeYrzREuDJXoDvHZ,https://api.spotify.com/v1/audio-analysis/0eIBSKaeYrzREuDJXoDvHZ,478266,4,Cluster 1
556,Ruhun Ölmüş Senin,Gaye Su Akyol,0.538,0.277,9,-14.961,0,0.0266,0.794,0.0718,0.101,0.213,76.27,audio_features,4cHco1ZzTXBwIB7KKD9rWK,spotify:track:4cHco1ZzTXBwIB7KKD9rWK,https://api.spotify.com/v1/tracks/4cHco1ZzTXBwIB7KKD9rWK,https://api.spotify.com/v1/audio-analysis/4cHco1ZzTXBwIB7KKD9rWK,222600,4,Cluster 3
557,Holy For Her (feat. Bob Moses),Frank & Tony,0.806,0.474,5,-12.158,0,0.0687,0.000172,0.86,0.106,0.637,115.002,audio_features,2ImvqqSESBUJsko9NXYCiW,spotify:track:2ImvqqSESBUJsko9NXYCiW,https://api.spotify.com/v1/tracks/2ImvqqSESBUJsko9NXYCiW,https://api.spotify.com/v1/audio-analysis/2ImvqqSESBUJsko9NXYCiW,542710,4,Cluster 1
558,Serenade,D-Nox,0.793,0.68,7,-8.503,1,0.0617,0.00308,0.731,0.105,0.037,123.017,audio_features,3FC3Y05R0U2NBYkVZpRvap,spotify:track:3FC3Y05R0U2NBYkVZpRvap,https://api.spotify.com/v1/tracks/3FC3Y05R0U2NBYkVZpRvap,https://api.spotify.com/v1/audio-analysis/3FC3Y05R0U2NBYkVZpRvap,564092,4,Cluster 1
559,Man O To - Be Svendsen Remix,Nu,0.934,0.316,7,-13.155,1,0.209,0.0519,0.795,0.0735,0.462,108.998,audio_features,78Xisz7Iq3rMLJz5CFul0C,spotify:track:78Xisz7Iq3rMLJz5CFul0C,https://api.spotify.com/v1/tracks/78Xisz7Iq3rMLJz5CFul0C,https://api.spotify.com/v1/audio-analysis/78Xisz7Iq3rMLJz5CFul0C,528683,4,Cluster 1
560,You're Mine,Viken Arman,0.702,0.741,7,-10.316,0,0.0406,0.0722,0.811,0.0764,0.22,120.015,audio_features,7ggOxkfr30TsiqA3PYeFs8,spotify:track:7ggOxkfr30TsiqA3PYeFs8,https://api.spotify.com/v1/tracks/7ggOxkfr30TsiqA3PYeFs8,https://api.spotify.com/v1/audio-analysis/7ggOxkfr30TsiqA3PYeFs8,355747,4,Cluster 1
561,Rebirth,Napkey,0.72,0.514,11,-12.088,1,0.0365,0.00435,0.283,0.692,0.203,107.982,audio_features,7dYShlaswYMfWTPyWpmgVv,spotify:track:7dYShlaswYMfWTPyWpmgVv,https://api.spotify.com/v1/tracks/7dYShlaswYMfWTPyWpmgVv,https://api.spotify.com/v1/audio-analysis/7dYShlaswYMfWTPyWpmgVv,311111,4,Cluster 3
562,Blue Hour,Nico Stojan,0.841,0.357,8,-12.945,1,0.0735,0.0794,0.844,0.11,0.261,117.998,audio_features,60cGDxDszGrXoWwRZSCKk8,spotify:track:60cGDxDszGrXoWwRZSCKk8,https://api.spotify.com/v1/tracks/60cGDxDszGrXoWwRZSCKk8,https://api.spotify.com/v1/audio-analysis/60cGDxDszGrXoWwRZSCKk8,459277,4,Cluster 1
563,Remnants,Jack Garratt,0.46,0.213,0,-15.711,0,0.0335,0.0983,0.0103,0.268,0.0528,130.009,audio_features,4U3Lrz5bWfLeQBchiAffKm,spotify:track:4U3Lrz5bWfLeQBchiAffKm,https://api.spotify.com/v1/tracks/4U3Lrz5bWfLeQBchiAffKm,https://api.spotify.com/v1/audio-analysis/4U3Lrz5bWfLeQBchiAffKm,355120,4,Cluster 1
564,Geri Dönemem,Pinhani,0.489,0.736,7,-7.333,1,0.0359,0.14,0.01,0.241,0.524,163.84,audio_features,3DMMh0nPzvgWBiWD3m5HeN,spotify:track:3DMMh0nPzvgWBiWD3m5HeN,https://api.spotify.com/v1/tracks/3DMMh0nPzvgWBiWD3m5HeN,https://api.spotify.com/v1/audio-analysis/3DMMh0nPzvgWBiWD3m5HeN,190244,4,Cluster 3
565,Gözler Anlatır,Pinhani,0.55,0.529,9,-10.957,1,0.028,0.199,0.00373,0.341,0.332,82.03,audio_features,7iVaGjsvQ1hFK2syIFPYO1,spotify:track:7iVaGjsvQ1hFK2syIFPYO1,https://api.spotify.com/v1/tracks/7iVaGjsvQ1hFK2syIFPYO1,https://api.spotify.com/v1/audio-analysis/7iVaGjsvQ1hFK2syIFPYO1,292618,4,Cluster 3
566,Seni Bana Anlatırlar,Pinhani,0.603,0.522,4,-9.526,1,0.0252,0.531,1e-05,0.334,0.196,128.014,audio_features,25vffVsyHEvIx4OFV9cRyV,spotify:track:25vffVsyHEvIx4OFV9cRyV,https://api.spotify.com/v1/tracks/25vffVsyHEvIx4OFV9cRyV,https://api.spotify.com/v1/audio-analysis/25vffVsyHEvIx4OFV9cRyV,265497,4,Cluster 3
567,Kar (feat. Ara Dinkjian),Neyse,0.304,0.59,2,-9.79,0,0.0333,0.159,0.0549,0.0991,0.152,124.582,audio_features,7FIYV2RfNtM9qmPbV3vnc1,spotify:track:7FIYV2RfNtM9qmPbV3vnc1,https://api.spotify.com/v1/tracks/7FIYV2RfNtM9qmPbV3vnc1,https://api.spotify.com/v1/audio-analysis/7FIYV2RfNtM9qmPbV3vnc1,321361,5,Cluster 1
568,Cómo Hacer Que Vuelvas,Marwán,0.438,0.698,6,-5.583,0,0.0689,0.222,0.0,0.481,0.637,110.106,audio_features,4dSjkydvur8ME9U9JgmGSz,spotify:track:4dSjkydvur8ME9U9JgmGSz,https://api.spotify.com/v1/tracks/4dSjkydvur8ME9U9JgmGSz,https://api.spotify.com/v1/audio-analysis/4dSjkydvur8ME9U9JgmGSz,255333,4,Cluster 3
569,Uykusuz ve Dengesiz,Yüzyüzeyken Konuşuruz,0.601,0.536,0,-9.118,1,0.027,0.675,0.617,0.173,0.514,93.997,audio_features,6WWWxMoe1w971lhmidgnCM,spotify:track:6WWWxMoe1w971lhmidgnCM,https://api.spotify.com/v1/tracks/6WWWxMoe1w971lhmidgnCM,https://api.spotify.com/v1/audio-analysis/6WWWxMoe1w971lhmidgnCM,219656,4,Cluster 3
570,Bodrum,Yüzyüzeyken Konuşuruz,0.542,0.464,9,-12.327,0,0.0353,0.565,0.879,0.154,0.322,90.042,audio_features,7DarbtpxRUG5POF3ifwu61,spotify:track:7DarbtpxRUG5POF3ifwu61,https://api.spotify.com/v1/tracks/7DarbtpxRUG5POF3ifwu61,https://api.spotify.com/v1/audio-analysis/7DarbtpxRUG5POF3ifwu61,235818,4,Cluster 1
571,Ne Farkeder,Yüzyüzeyken Konuşuruz,0.567,0.626,7,-9.059,0,0.0519,0.219,0.966,0.108,0.625,90.027,audio_features,23KSyhPMqyUVrrLo300YiW,spotify:track:23KSyhPMqyUVrrLo300YiW,https://api.spotify.com/v1/tracks/23KSyhPMqyUVrrLo300YiW,https://api.spotify.com/v1/audio-analysis/23KSyhPMqyUVrrLo300YiW,192542,4,Cluster 3
572,Sandal,Yüzyüzeyken Konuşuruz,0.604,0.567,0,-10.067,0,0.0288,0.517,0.78,0.581,0.288,92.993,audio_features,7ouMGV7ScnMUGXKFGAGjXe,spotify:track:7ouMGV7ScnMUGXKFGAGjXe,https://api.spotify.com/v1/tracks/7ouMGV7ScnMUGXKFGAGjXe,https://api.spotify.com/v1/audio-analysis/7ouMGV7ScnMUGXKFGAGjXe,276000,4,Cluster 3
573,True Tonight - Starlike & Free Bubble Remix,Mr.Nu,0.864,0.619,7,-5.873,0,0.0395,0.00368,0.55,0.234,0.824,121.981,audio_features,1OvjEFX6pgvy3Rm3wXbKQQ,spotify:track:1OvjEFX6pgvy3Rm3wXbKQQ,https://api.spotify.com/v1/tracks/1OvjEFX6pgvy3Rm3wXbKQQ,https://api.spotify.com/v1/audio-analysis/1OvjEFX6pgvy3Rm3wXbKQQ,385574,4,Cluster 1
574,Skin,Chopstick & Johnjon,0.82,0.519,11,-11.774,1,0.126,0.00563,0.74,0.102,0.257,121.043,audio_features,0Gl7V96ukoXoit3nJTglGe,spotify:track:0Gl7V96ukoXoit3nJTglGe,https://api.spotify.com/v1/tracks/0Gl7V96ukoXoit3nJTglGe,https://api.spotify.com/v1/audio-analysis/0Gl7V96ukoXoit3nJTglGe,386933,4,Cluster 1
575,Saklan,Canozan,0.665,0.631,11,-7.578,0,0.0308,0.535,0.00789,0.141,0.481,87.506,audio_features,06QlNSPeLrdOsWeTe7fU7Y,spotify:track:06QlNSPeLrdOsWeTe7fU7Y,https://api.spotify.com/v1/tracks/06QlNSPeLrdOsWeTe7fU7Y,https://api.spotify.com/v1/audio-analysis/06QlNSPeLrdOsWeTe7fU7Y,342883,4,Cluster 3
576,Starlings,NTO,0.729,0.782,10,-12.038,0,0.047,0.0177,0.801,0.0916,0.165,120.027,audio_features,5ZkTH9TRG3AYYWZguGIkrD,spotify:track:5ZkTH9TRG3AYYWZguGIkrD,https://api.spotify.com/v1/tracks/5ZkTH9TRG3AYYWZguGIkrD,https://api.spotify.com/v1/audio-analysis/5ZkTH9TRG3AYYWZguGIkrD,342063,4,Cluster 1
577,Time,NTO,0.822,0.508,4,-10.424,0,0.0952,0.168,0.827,0.113,0.131,125.004,audio_features,7hofL9YADeFqnsFdDrxdbs,spotify:track:7hofL9YADeFqnsFdDrxdbs,https://api.spotify.com/v1/tracks/7hofL9YADeFqnsFdDrxdbs,https://api.spotify.com/v1/audio-analysis/7hofL9YADeFqnsFdDrxdbs,364019,4,Cluster 1
578,A Tribe Called Kotori - Short Edit,Oliver Koletzki,0.624,0.544,5,-11.335,0,0.0378,0.755,0.913,0.101,0.149,95.004,audio_features,7IIpP0tLaoxgYA1q6vAA3c,spotify:track:7IIpP0tLaoxgYA1q6vAA3c,https://api.spotify.com/v1/tracks/7IIpP0tLaoxgYA1q6vAA3c,https://api.spotify.com/v1/audio-analysis/7IIpP0tLaoxgYA1q6vAA3c,222215,4,Cluster 1
579,My Fault,HRRSN,0.691,0.44,0,-11.34,0,0.035,0.0325,0.314,0.101,0.16,123.008,audio_features,18iwL42zmSL3cuZAoLTIHT,spotify:track:18iwL42zmSL3cuZAoLTIHT,https://api.spotify.com/v1/tracks/18iwL42zmSL3cuZAoLTIHT,https://api.spotify.com/v1/audio-analysis/18iwL42zmSL3cuZAoLTIHT,421587,4,Cluster 1
580,Minor Swag,NTO,0.841,0.464,4,-10.889,0,0.113,0.106,0.549,0.112,0.167,114.993,audio_features,1HmAx26E2PIQBWhRv0VSAV,spotify:track:1HmAx26E2PIQBWhRv0VSAV,https://api.spotify.com/v1/tracks/1HmAx26E2PIQBWhRv0VSAV,https://api.spotify.com/v1/audio-analysis/1HmAx26E2PIQBWhRv0VSAV,404957,4,Cluster 1
581,La clé des champs,NTO,0.461,0.526,6,-10.668,1,0.0506,0.00142,0.861,0.108,0.0401,120.011,audio_features,12LOYGBr0T0IqyuhEILYFh,spotify:track:12LOYGBr0T0IqyuhEILYFh,https://api.spotify.com/v1/tracks/12LOYGBr0T0IqyuhEILYFh,https://api.spotify.com/v1/audio-analysis/12LOYGBr0T0IqyuhEILYFh,416000,4,Cluster 1
582,O Ye Bebek,Kalben,0.644,0.465,4,-5.266,0,0.0331,0.093,0.0,0.0978,0.255,98.079,audio_features,4vrM68g2pNNuTQbt8MlHxe,spotify:track:4vrM68g2pNNuTQbt8MlHxe,https://api.spotify.com/v1/tracks/4vrM68g2pNNuTQbt8MlHxe,https://api.spotify.com/v1/audio-analysis/4vrM68g2pNNuTQbt8MlHxe,222689,4,Cluster 3
583,Midnight Train,Sam Smith,0.713,0.597,4,-7.117,1,0.0692,0.377,2.86e-05,0.179,0.399,96.06,audio_features,6hPFEpT7bVguj9aCFLOmiz,spotify:track:6hPFEpT7bVguj9aCFLOmiz,https://api.spotify.com/v1/tracks/6hPFEpT7bVguj9aCFLOmiz,https://api.spotify.com/v1/audio-analysis/6hPFEpT7bVguj9aCFLOmiz,207164,4,Cluster 3
584,Macho Island,Geneva Jacuzzi,0.717,0.605,2,-6.578,0,0.0332,0.355,0.803,0.0633,0.933,120.001,audio_features,5HZv65DW3zwG25TGWVPkBn,spotify:track:5HZv65DW3zwG25TGWVPkBn,https://api.spotify.com/v1/tracks/5HZv65DW3zwG25TGWVPkBn,https://api.spotify.com/v1/audio-analysis/5HZv65DW3zwG25TGWVPkBn,219008,4,Cluster 3
585,I'm Not Him,Warhaus,0.619,0.51,1,-10.78,0,0.0316,0.139,0.0895,0.645,0.404,89.937,audio_features,2MdfkgXieOUdXNM8qUpURm,spotify:track:2MdfkgXieOUdXNM8qUpURm,https://api.spotify.com/v1/tracks/2MdfkgXieOUdXNM8qUpURm,https://api.spotify.com/v1/audio-analysis/2MdfkgXieOUdXNM8qUpURm,253347,4,Cluster 3
586,Raining Again,Betoko,0.81,0.537,5,-9.836,0,0.0456,0.0311,0.745,0.19,0.663,120.009,audio_features,4C0PqltKur5SJW7uWI9eOl,spotify:track:4C0PqltKur5SJW7uWI9eOl,https://api.spotify.com/v1/tracks/4C0PqltKur5SJW7uWI9eOl,https://api.spotify.com/v1/audio-analysis/4C0PqltKur5SJW7uWI9eOl,488269,4,Cluster 1
587,New Morning,Monolink,0.817,0.477,7,-10.749,1,0.0797,0.183,0.842,0.0775,0.248,120.017,audio_features,1XYGVM8TsjeadnoNG4ZKbh,spotify:track:1XYGVM8TsjeadnoNG4ZKbh,https://api.spotify.com/v1/tracks/1XYGVM8TsjeadnoNG4ZKbh,https://api.spotify.com/v1/audio-analysis/1XYGVM8TsjeadnoNG4ZKbh,468772,4,Cluster 1
588,Voices,Melokind,0.791,0.486,10,-11.834,0,0.0395,0.469,0.119,0.074,0.359,119.974,audio_features,1tphXZnKkfM8MyRseRo43g,spotify:track:1tphXZnKkfM8MyRseRo43g,https://api.spotify.com/v1/tracks/1tphXZnKkfM8MyRseRo43g,https://api.spotify.com/v1/audio-analysis/1tphXZnKkfM8MyRseRo43g,299500,4,Cluster 1
589,Ederlezi - Original Mix,DJ Dark,0.815,0.744,11,-7.062,0,0.0553,0.00107,0.598,0.0289,0.598,123.007,audio_features,6mybKC52hIM1WYfp73CaOl,spotify:track:6mybKC52hIM1WYfp73CaOl,https://api.spotify.com/v1/tracks/6mybKC52hIM1WYfp73CaOl,https://api.spotify.com/v1/audio-analysis/6mybKC52hIM1WYfp73CaOl,363415,4,Cluster 1
590,Inevitable Ending - Original,Armen Miran,0.78,0.595,4,-12.302,0,0.065,0.0796,0.895,0.0661,0.59,116.001,audio_features,6uWvMsU36wN3yQNpeN9jit,spotify:track:6uWvMsU36wN3yQNpeN9jit,https://api.spotify.com/v1/tracks/6uWvMsU36wN3yQNpeN9jit,https://api.spotify.com/v1/audio-analysis/6uWvMsU36wN3yQNpeN9jit,383615,4,Cluster 1
