,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Cluster
161,"Rinaldo, HWV 7a / Act 2: ""Lascia ch'io pianga""",George Frideric Handel,0.233,0.0265,4,-24.874,1,0.0539,0.978,0.00408,0.146,0.0737,89.93,audio_features,0C2ycWIYPalDlKlXQUgIkh,spotify:track:0C2ycWIYPalDlKlXQUgIkh,https://api.spotify.com/v1/tracks/0C2ycWIYPalDlKlXQUgIkh,https://api.spotify.com/v1/audio-analysis/0C2ycWIYPalDlKlXQUgIkh,315053,3,Cluster 3
162,Souffrance,Orange Blossom,0.47,0.331,10,-11.885,0,0.0286,0.0488,0.758,0.383,0.104,79.186,audio_features,5wHuoAin1iirmIvx5skVzA,spotify:track:5wHuoAin1iirmIvx5skVzA,https://api.spotify.com/v1/tracks/5wHuoAin1iirmIvx5skVzA,https://api.spotify.com/v1/audio-analysis/5wHuoAin1iirmIvx5skVzA,299493,4,Cluster 1
163,On the Road,Hugo Barriol,0.316,0.453,6,-8.706,0,0.0294,0.6,0.0866,0.109,0.387,86.822,audio_features,6yMUaKdlKDlzaNoXqkl1bw,spotify:track:6yMUaKdlKDlzaNoXqkl1bw,https://api.spotify.com/v1/tracks/6yMUaKdlKDlzaNoXqkl1bw,https://api.spotify.com/v1/audio-analysis/6yMUaKdlKDlzaNoXqkl1bw,314800,4,Cluster 3
164,Alive,RÜFÜS DU SOL,0.547,0.822,3,-5.84,0,0.0318,0.0121,0.164,0.164,0.109,121.999,audio_features,5IKaBEdCQlfB6aikIFKuR8,spotify:track:5IKaBEdCQlfB6aikIFKuR8,https://api.spotify.com/v1/tracks/5IKaBEdCQlfB6aikIFKuR8,https://api.spotify.com/v1/audio-analysis/5IKaBEdCQlfB6aikIFKuR8,334755,4,Cluster 3
165,Özür Dilerim,Sokrat St,0.613,0.31,0,-12.954,0,0.108,0.717,6.31e-06,0.108,0.236,169.7,audio_features,2TABa6yFB6jsi4kvjiwqWX,spotify:track:2TABa6yFB6jsi4kvjiwqWX,https://api.spotify.com/v1/tracks/2TABa6yFB6jsi4kvjiwqWX,https://api.spotify.com/v1/audio-analysis/2TABa6yFB6jsi4kvjiwqWX,236167,4,Cluster 3
166,Layers,The Away Days,0.336,0.727,0,-6.809,1,0.041,0.00185,0.718,0.151,0.175,157.871,audio_features,1kSGzvlAg9TnPYFMpEtuMF,spotify:track:1kSGzvlAg9TnPYFMpEtuMF,https://api.spotify.com/v1/tracks/1kSGzvlAg9TnPYFMpEtuMF,https://api.spotify.com/v1/audio-analysis/1kSGzvlAg9TnPYFMpEtuMF,298531,4,Cluster 3
167,Third Dimension,Deniz Bul,0.667,0.771,7,-8.297,1,0.0609,0.00143,0.846,0.13,0.384,128.01,audio_features,4lhBnbptjhvf23GZ7DaY0P,spotify:track:4lhBnbptjhvf23GZ7DaY0P,https://api.spotify.com/v1/tracks/4lhBnbptjhvf23GZ7DaY0P,https://api.spotify.com/v1/audio-analysis/4lhBnbptjhvf23GZ7DaY0P,306880,4,Cluster 1
168,Sorry I Am Late - Extended,Kollektiv Turmstrasse,0.851,0.535,6,-12.51,1,0.0688,0.0214,0.734,0.0662,0.353,122.016,audio_features,4FpawvuBz4HxTz7UqR4ter,spotify:track:4FpawvuBz4HxTz7UqR4ter,https://api.spotify.com/v1/tracks/4FpawvuBz4HxTz7UqR4ter,https://api.spotify.com/v1/audio-analysis/4FpawvuBz4HxTz7UqR4ter,489714,4,Cluster 1
169,An Evidence Of Time - Claude VonStroke Remix,Rodriguez Jr.,0.961,0.536,0,-10.647,1,0.209,0.0285,0.895,0.118,0.412,124.001,audio_features,5E2jurkZH7Y6Od8DHOiehG,spotify:track:5E2jurkZH7Y6Od8DHOiehG,https://api.spotify.com/v1/tracks/5E2jurkZH7Y6Od8DHOiehG,https://api.spotify.com/v1/audio-analysis/5E2jurkZH7Y6Od8DHOiehG,394479,4,Cluster 1
170,Petit Matin,NTO,0.818,0.548,11,-9.012,0,0.0425,0.145,0.899,0.0907,0.149,123.994,audio_features,0MOwzHYBsXeVkb98ewMMZP,spotify:track:0MOwzHYBsXeVkb98ewMMZP,https://api.spotify.com/v1/tracks/0MOwzHYBsXeVkb98ewMMZP,https://api.spotify.com/v1/audio-analysis/0MOwzHYBsXeVkb98ewMMZP,447067,4,Cluster 1
171,"Far Away - Facundo Mohrr, Valdovinos Remix",Miyagi,0.731,0.863,1,-7.124,1,0.0373,0.00141,0.896,0.119,0.221,122.001,audio_features,0Nx854uSFx1RCFklEN8KaG,spotify:track:0Nx854uSFx1RCFklEN8KaG,https://api.spotify.com/v1/tracks/0Nx854uSFx1RCFklEN8KaG,https://api.spotify.com/v1/audio-analysis/0Nx854uSFx1RCFklEN8KaG,479311,4,Cluster 1
172,Cümle Alem,Murda,0.8,0.79,9,-6.406,1,0.289,0.234,0.0,0.361,0.741,161.809,audio_features,1XBblEevqJWouEdUp0XUg0,spotify:track:1XBblEevqJWouEdUp0XUg0,https://api.spotify.com/v1/tracks/1XBblEevqJWouEdUp0XUg0,https://api.spotify.com/v1/audio-analysis/1XBblEevqJWouEdUp0XUg0,156601,4,Cluster 3
173,Set Me On,Qtier,0.735,0.519,6,-11.279,0,0.0417,0.375,0.472,0.0977,0.354,109.985,audio_features,5kKmX0eNlA5zFUud0hWuXY,spotify:track:5kKmX0eNlA5zFUud0hWuXY,https://api.spotify.com/v1/tracks/5kKmX0eNlA5zFUud0hWuXY,https://api.spotify.com/v1/audio-analysis/5kKmX0eNlA5zFUud0hWuXY,221082,4,Cluster 1
174,Too Little Too Late (feat. Underworld),Joris Voorn,0.63,0.726,6,-9.43,0,0.0303,0.0123,0.507,0.107,0.363,128.0,audio_features,1iXbR302Ale1RSApXPiJZ3,spotify:track:1iXbR302Ale1RSApXPiJZ3,https://api.spotify.com/v1/tracks/1iXbR302Ale1RSApXPiJZ3,https://api.spotify.com/v1/audio-analysis/1iXbR302Ale1RSApXPiJZ3,348977,4,Cluster 1
175,To the Sea - Einmusik Remix,Booka Shade,0.741,0.853,4,-10.141,0,0.0406,0.00706,0.831,0.0757,0.124,123.998,audio_features,6RCT4geaXTmDmtiwFLJv8j,spotify:track:6RCT4geaXTmDmtiwFLJv8j,https://api.spotify.com/v1/tracks/6RCT4geaXTmDmtiwFLJv8j,https://api.spotify.com/v1/audio-analysis/6RCT4geaXTmDmtiwFLJv8j,452000,4,Cluster 1
176,Silver Tears,Pale Blue,0.507,0.958,1,-9.82,1,0.0353,0.00323,0.592,0.151,0.0734,122.433,audio_features,7EGtWb2e58plUAQkix2aON,spotify:track:7EGtWb2e58plUAQkix2aON,https://api.spotify.com/v1/tracks/7EGtWb2e58plUAQkix2aON,https://api.spotify.com/v1/audio-analysis/7EGtWb2e58plUAQkix2aON,654893,4,Cluster 1
177,Bir Daha,Ufo361,0.715,0.566,8,-8.434,1,0.135,0.123,0.0,0.142,0.518,165.106,audio_features,0qW6NOfErfdgeIgC8JTWVe,spotify:track:0qW6NOfErfdgeIgC8JTWVe,https://api.spotify.com/v1/tracks/0qW6NOfErfdgeIgC8JTWVe,https://api.spotify.com/v1/audio-analysis/0qW6NOfErfdgeIgC8JTWVe,170344,4,Cluster 3
178,Beamer Boi,Khontkar,0.819,0.679,11,-8.984,0,0.104,0.353,0.0,0.291,0.551,139.983,audio_features,7zzI3SbctTJN6wDerZNZCD,spotify:track:7zzI3SbctTJN6wDerZNZCD,https://api.spotify.com/v1/tracks/7zzI3SbctTJN6wDerZNZCD,https://api.spotify.com/v1/audio-analysis/7zzI3SbctTJN6wDerZNZCD,208608,4,Cluster 3
179,I Walk Alone with Acid,Pale Blue,0.756,0.265,7,-10.408,1,0.0726,0.000151,0.812,0.117,0.0768,122.028,audio_features,3xZKh6iptQN2xvZNNihxOW,spotify:track:3xZKh6iptQN2xvZNNihxOW,https://api.spotify.com/v1/tracks/3xZKh6iptQN2xvZNNihxOW,https://api.spotify.com/v1/audio-analysis/3xZKh6iptQN2xvZNNihxOW,325754,4,Cluster 1
180,Sands of Time - Original,El Mundo,0.779,0.473,10,-12.965,0,0.0557,0.00264,0.822,0.0997,0.181,118.004,audio_features,79uHjEf8EREaMPYWWq7MCq,spotify:track:79uHjEf8EREaMPYWWq7MCq,https://api.spotify.com/v1/tracks/79uHjEf8EREaMPYWWq7MCq,https://api.spotify.com/v1/audio-analysis/79uHjEf8EREaMPYWWq7MCq,443044,4,Cluster 1
181,Midnight Breath,Douran,0.32,0.611,2,-11.709,0,0.0585,0.248,0.931,0.0981,0.122,78.281,audio_features,1ml4hPDGY9rsUOyRr6rMQc,spotify:track:1ml4hPDGY9rsUOyRr6rMQc,https://api.spotify.com/v1/tracks/1ml4hPDGY9rsUOyRr6rMQc,https://api.spotify.com/v1/audio-analysis/1ml4hPDGY9rsUOyRr6rMQc,376722,4,Cluster 1
182,Desert Rose,Sting,0.577,0.654,0,-7.9,0,0.0321,0.0143,0.0,0.114,0.13,111.993,audio_features,4WhyHQ2BXi2VU1iaFbF6jv,spotify:track:4WhyHQ2BXi2VU1iaFbF6jv,https://api.spotify.com/v1/tracks/4WhyHQ2BXi2VU1iaFbF6jv,https://api.spotify.com/v1/audio-analysis/4WhyHQ2BXi2VU1iaFbF6jv,285893,4,Cluster 3
183,Goner,Fat Cosmoe,0.755,0.578,7,-12.524,1,0.0438,0.293,0.791,0.109,0.124,123.999,audio_features,270H56lDZJzyzviWZVGl4U,spotify:track:270H56lDZJzyzviWZVGl4U,https://api.spotify.com/v1/tracks/270H56lDZJzyzviWZVGl4U,https://api.spotify.com/v1/audio-analysis/270H56lDZJzyzviWZVGl4U,436576,4,Cluster 1
184,Prosa,Sam Shure,0.685,0.778,6,-9.256,1,0.0529,0.00705,0.894,0.105,0.421,120.987,audio_features,0jpJArbttf17nBNLQlvNcp,spotify:track:0jpJArbttf17nBNLQlvNcp,https://api.spotify.com/v1/tracks/0jpJArbttf17nBNLQlvNcp,https://api.spotify.com/v1/audio-analysis/0jpJArbttf17nBNLQlvNcp,420992,4,Cluster 1
185,Higher Power - ZHU Remix,Coldplay,0.666,0.698,7,-8.235,0,0.0355,0.00342,0.00923,0.1,0.147,128.016,audio_features,1YLGtZjDKyY0Qkv4QlX31b,spotify:track:1YLGtZjDKyY0Qkv4QlX31b,https://api.spotify.com/v1/tracks/1YLGtZjDKyY0Qkv4QlX31b,https://api.spotify.com/v1/audio-analysis/1YLGtZjDKyY0Qkv4QlX31b,286093,4,Cluster 1
186,Memory - Damian Lazarus Re-Shape,Karpov Not Kasparov,0.745,0.778,7,-11.215,1,0.0599,0.0143,0.832,0.109,0.852,122.003,audio_features,365SqObIEoUABjFbeLg6QM,spotify:track:365SqObIEoUABjFbeLg6QM,https://api.spotify.com/v1/tracks/365SqObIEoUABjFbeLg6QM,https://api.spotify.com/v1/audio-analysis/365SqObIEoUABjFbeLg6QM,340880,4,Cluster 1
187,Alter Ego,Duke Dumont,0.733,0.903,8,-6.019,1,0.0627,0.00592,0.489,0.0803,0.728,124.992,audio_features,1H5aqJh1n2xJPTVc7D0aqR,spotify:track:1H5aqJh1n2xJPTVc7D0aqR,https://api.spotify.com/v1/tracks/1H5aqJh1n2xJPTVc7D0aqR,https://api.spotify.com/v1/audio-analysis/1H5aqJh1n2xJPTVc7D0aqR,205497,4,Cluster 3
188,Inmost,Exos,0.776,0.929,1,-8.457,1,0.0399,0.0985,0.912,0.111,0.946,133.966,audio_features,5Mz2eKlZgyGxjsxxPainY5,spotify:track:5Mz2eKlZgyGxjsxxPainY5,https://api.spotify.com/v1/tracks/5Mz2eKlZgyGxjsxxPainY5,https://api.spotify.com/v1/audio-analysis/5Mz2eKlZgyGxjsxxPainY5,327040,4,Cluster 1
189,Why Does My Heart Feel So Bad - Reprise Version,Moby,0.168,0.333,7,-12.152,1,0.0314,0.157,0.000135,0.117,0.0822,87.956,audio_features,4h6KlJJRdxR9CmXY5ibKAm,spotify:track:4h6KlJJRdxR9CmXY5ibKAm,https://api.spotify.com/v1/tracks/4h6KlJJRdxR9CmXY5ibKAm,https://api.spotify.com/v1/audio-analysis/4h6KlJJRdxR9CmXY5ibKAm,278356,4,Cluster 3
190,Before The Flood,&ME,0.507,0.33,7,-10.782,0,0.0293,0.179,0.0827,0.0757,0.151,119.95,audio_features,6C7UXuFQPTCFLW4VuARKZV,spotify:track:6C7UXuFQPTCFLW4VuARKZV,https://api.spotify.com/v1/tracks/6C7UXuFQPTCFLW4VuARKZV,https://api.spotify.com/v1/audio-analysis/6C7UXuFQPTCFLW4VuARKZV,278615,3,Cluster 3
191,Ode To The Mets,The Strokes,0.426,0.617,1,-5.423,0,0.0289,0.341,0.181,0.101,0.201,92.002,audio_features,1BLOVHYYlH4JUHQGcpt75R,spotify:track:1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/tracks/1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/audio-analysis/1BLOVHYYlH4JUHQGcpt75R,351787,4,Cluster 3
192,Eldorado 54,Yom,0.43,0.416,11,-9.136,0,0.0315,0.879,0.965,0.0827,0.0368,132.921,audio_features,5ZcopTYZgJqMfqfx26IcGg,spotify:track:5ZcopTYZgJqMfqfx26IcGg,https://api.spotify.com/v1/tracks/5ZcopTYZgJqMfqfx26IcGg,https://api.spotify.com/v1/audio-analysis/5ZcopTYZgJqMfqfx26IcGg,336960,4,Cluster 1
193,House Music (feat. Arctic Lake) - Edit,Boris Brejcha,0.818,0.35,7,-12.34,1,0.0558,0.000299,0.0103,0.124,0.334,125.002,audio_features,3aAgQEbQUFMhXqk9fz3fcK,spotify:track:3aAgQEbQUFMhXqk9fz3fcK,https://api.spotify.com/v1/tracks/3aAgQEbQUFMhXqk9fz3fcK,https://api.spotify.com/v1/audio-analysis/3aAgQEbQUFMhXqk9fz3fcK,179520,4,Cluster 1
194,Anyone Who Loves Me,Charlotte Cardin,0.718,0.165,11,-8.335,1,0.0354,0.866,0.0,0.142,0.447,82.629,audio_features,2AK96stPEvMLwVWrIo37zo,spotify:track:2AK96stPEvMLwVWrIo37zo,https://api.spotify.com/v1/tracks/2AK96stPEvMLwVWrIo37zo,https://api.spotify.com/v1/audio-analysis/2AK96stPEvMLwVWrIo37zo,236533,4,Cluster 3
195,Storybook - DSF Remix,David Hohme,0.705,0.823,11,-12.392,0,0.052,0.000138,0.833,0.0452,0.156,123.008,audio_features,0mqviDOm5sL1t53CEFoBil,spotify:track:0mqviDOm5sL1t53CEFoBil,https://api.spotify.com/v1/tracks/0mqviDOm5sL1t53CEFoBil,https://api.spotify.com/v1/audio-analysis/0mqviDOm5sL1t53CEFoBil,349268,4,Cluster 1
196,Natural Blues - Reprise Version / Edit,Moby,0.511,0.677,11,-6.633,0,0.031,0.01,0.000861,0.139,0.394,113.966,audio_features,6hzYmq4QlUOS5bTBBRFUp1,spotify:track:6hzYmq4QlUOS5bTBBRFUp1,https://api.spotify.com/v1/tracks/6hzYmq4QlUOS5bTBBRFUp1,https://api.spotify.com/v1/audio-analysis/6hzYmq4QlUOS5bTBBRFUp1,166988,4,Cluster 3
197,Nothing Around Us,Mathame,0.589,0.889,10,-7.62,0,0.0358,0.00369,0.165,0.127,0.309,124.988,audio_features,6DuTXPpowLA1vk8fzqaLtB,spotify:track:6DuTXPpowLA1vk8fzqaLtB,https://api.spotify.com/v1/tracks/6DuTXPpowLA1vk8fzqaLtB,https://api.spotify.com/v1/audio-analysis/6DuTXPpowLA1vk8fzqaLtB,345600,4,Cluster 1
198,Closer,ARTBAT,0.731,0.592,10,-9.577,0,0.0639,0.00527,0.52,0.075,0.19,125.005,audio_features,1rGnpPG0QHfqjDgM8cIf4A,spotify:track:1rGnpPG0QHfqjDgM8cIf4A,https://api.spotify.com/v1/tracks/1rGnpPG0QHfqjDgM8cIf4A,https://api.spotify.com/v1/audio-analysis/1rGnpPG0QHfqjDgM8cIf4A,460800,4,Cluster 1
199,Revenge of the Wankers,Oceanvs Orientalis,0.759,0.565,1,-12.722,1,0.0365,0.376,0.832,0.0719,0.407,95.022,audio_features,3LFrDVeCo589RxTN6z4dW0,spotify:track:3LFrDVeCo589RxTN6z4dW0,https://api.spotify.com/v1/tracks/3LFrDVeCo589RxTN6z4dW0,https://api.spotify.com/v1/audio-analysis/3LFrDVeCo589RxTN6z4dW0,544501,4,Cluster 1
200,The Predicament,David Hohme,0.664,0.746,8,-9.71,0,0.0457,0.00181,0.611,0.225,0.511,119.009,audio_features,7jwfvWuiouPt7nSHROeOES,spotify:track:7jwfvWuiouPt7nSHROeOES,https://api.spotify.com/v1/tracks/7jwfvWuiouPt7nSHROeOES,https://api.spotify.com/v1/audio-analysis/7jwfvWuiouPt7nSHROeOES,419543,4,Cluster 1
201,Pragmatic,Zimmz,0.685,0.921,4,-6.985,0,0.0511,0.000687,0.874,0.0883,0.159,126.998,audio_features,4soqeHQWIAc0yGI4bv7IXi,spotify:track:4soqeHQWIAc0yGI4bv7IXi,https://api.spotify.com/v1/tracks/4soqeHQWIAc0yGI4bv7IXi,https://api.spotify.com/v1/audio-analysis/4soqeHQWIAc0yGI4bv7IXi,443150,4,Cluster 1
202,Confronted - Anfisa Letyago Stranger Remix,Pan-Pot,0.675,0.543,6,-11.983,0,0.0639,0.0484,0.719,0.112,0.0374,128.99,audio_features,0s3wIBczp6TdSJ2y8cveJl,spotify:track:0s3wIBczp6TdSJ2y8cveJl,https://api.spotify.com/v1/tracks/0s3wIBczp6TdSJ2y8cveJl,https://api.spotify.com/v1/audio-analysis/0s3wIBczp6TdSJ2y8cveJl,387414,4,Cluster 1
203,Likya,Cagan Tunali,0.607,0.287,4,-15.597,0,0.0355,0.674,0.666,0.14,0.06,104.954,audio_features,4AxdBVDrb9ZyHoQ565kmvK,spotify:track:4AxdBVDrb9ZyHoQ565kmvK,https://api.spotify.com/v1/tracks/4AxdBVDrb9ZyHoQ565kmvK,https://api.spotify.com/v1/audio-analysis/4AxdBVDrb9ZyHoQ565kmvK,288597,4,Cluster 1
204,The Prey - Mind Against Remix,Monolink,0.656,0.564,11,-11.818,0,0.0452,0.0987,0.408,0.111,0.0728,123.998,audio_features,3sMQ55H79frDZG6TXam3UC,spotify:track:3sMQ55H79frDZG6TXam3UC,https://api.spotify.com/v1/tracks/3sMQ55H79frDZG6TXam3UC,https://api.spotify.com/v1/audio-analysis/3sMQ55H79frDZG6TXam3UC,444738,4,Cluster 1
205,Wake Me Up,Cubicolor,0.617,0.561,1,-10.692,1,0.0292,0.0148,0.0877,0.0748,0.211,123.009,audio_features,68j5nNehTufqVeLEvMDpjj,spotify:track:68j5nNehTufqVeLEvMDpjj,https://api.spotify.com/v1/tracks/68j5nNehTufqVeLEvMDpjj,https://api.spotify.com/v1/audio-analysis/68j5nNehTufqVeLEvMDpjj,332000,4,Cluster 1
206,Adeline,alt-J,0.404,0.338,6,-14.732,0,0.0322,0.685,0.886,0.119,0.0501,142.053,audio_features,2ziSmGKN0x6qdj45B7HZHe,spotify:track:2ziSmGKN0x6qdj45B7HZHe,https://api.spotify.com/v1/tracks/2ziSmGKN0x6qdj45B7HZHe,https://api.spotify.com/v1/audio-analysis/2ziSmGKN0x6qdj45B7HZHe,350493,4,Cluster 1
207,Last Year,alt-J,0.393,0.0752,2,-21.371,1,0.0443,0.936,0.398,0.262,0.117,116.945,audio_features,2OLOQnVA7T76HdqhVKyNWC,spotify:track:2OLOQnVA7T76HdqhVKyNWC,https://api.spotify.com/v1/tracks/2OLOQnVA7T76HdqhVKyNWC,https://api.spotify.com/v1/audio-analysis/2OLOQnVA7T76HdqhVKyNWC,366200,4,Cluster 1
208,Adagio For Organ And Strings: Tomaso Albinoni,Tomaso Albinoni,0.16,0.175,7,-18.97,0,0.0392,0.438,0.881,0.111,0.0371,97.361,audio_features,0uSlAY0f9JgSQ8fmyc8J8T,spotify:track:0uSlAY0f9JgSQ8fmyc8J8T,https://api.spotify.com/v1/tracks/0uSlAY0f9JgSQ8fmyc8J8T,https://api.spotify.com/v1/audio-analysis/0uSlAY0f9JgSQ8fmyc8J8T,252080,1,Cluster 3
209,Обійми,Okean Elzy,0.503,0.33,7,-9.522,0,0.0284,0.827,0.000721,0.0771,0.041,147.876,audio_features,5561HkcMU0A4i3D6Tlsxhe,spotify:track:5561HkcMU0A4i3D6Tlsxhe,https://api.spotify.com/v1/tracks/5561HkcMU0A4i3D6Tlsxhe,https://api.spotify.com/v1/audio-analysis/5561HkcMU0A4i3D6Tlsxhe,224112,4,Cluster 3
210,Bob,Saint Michel,0.477,0.744,7,-7.907,1,0.0512,0.35,0.893,0.125,0.0959,175.988,audio_features,3FA4FSYdej3fJzvDcnSqW5,spotify:track:3FA4FSYdej3fJzvDcnSqW5,https://api.spotify.com/v1/tracks/3FA4FSYdej3fJzvDcnSqW5,https://api.spotify.com/v1/audio-analysis/3FA4FSYdej3fJzvDcnSqW5,293187,4,Cluster 3
211,All Related,Nessi Gomes,0.539,0.319,1,-15.4,0,0.0282,0.709,0.0084,0.111,0.315,144.944,audio_features,2HyzvdOcJLmeAMoxx2VoP3,spotify:track:2HyzvdOcJLmeAMoxx2VoP3,https://api.spotify.com/v1/tracks/2HyzvdOcJLmeAMoxx2VoP3,https://api.spotify.com/v1/audio-analysis/2HyzvdOcJLmeAMoxx2VoP3,369450,3,Cluster 3
212,Heaven,Ash,0.659,0.511,6,-10.138,0,0.0288,0.235,0.843,0.117,0.269,108.975,audio_features,5sDQsIRRofZ9lxnhsaqlzc,spotify:track:5sDQsIRRofZ9lxnhsaqlzc,https://api.spotify.com/v1/tracks/5sDQsIRRofZ9lxnhsaqlzc,https://api.spotify.com/v1/audio-analysis/5sDQsIRRofZ9lxnhsaqlzc,302202,4,Cluster 1
213,Sun May Shine,Tamino,0.495,0.434,10,-9.202,1,0.0271,0.677,0.0454,0.0835,0.0867,105.198,audio_features,1CqjwovM2CptoWWmy6xQdE,spotify:track:1CqjwovM2CptoWWmy6xQdE,https://api.spotify.com/v1/tracks/1CqjwovM2CptoWWmy6xQdE,https://api.spotify.com/v1/audio-analysis/1CqjwovM2CptoWWmy6xQdE,248907,3,Cluster 3
214,Dorothy,Polo & Pan,0.803,0.427,8,-10.819,1,0.0509,0.0245,0.405,0.0953,0.439,118.008,audio_features,2GuIRSthEpYN5MO6PGD7Vx,spotify:track:2GuIRSthEpYN5MO6PGD7Vx,https://api.spotify.com/v1/tracks/2GuIRSthEpYN5MO6PGD7Vx,https://api.spotify.com/v1/audio-analysis/2GuIRSthEpYN5MO6PGD7Vx,316373,4,Cluster 1
215,Sarabande Suite,Arr. J Mendelsohn,0.111,0.0931,2,-15.736,0,0.0467,0.985,0.827,0.114,0.182,61.924,audio_features,2V618a7munVXlJ0SZdWWj1,spotify:track:2V618a7munVXlJ0SZdWWj1,https://api.spotify.com/v1/tracks/2V618a7munVXlJ0SZdWWj1,https://api.spotify.com/v1/audio-analysis/2V618a7munVXlJ0SZdWWj1,240827,3,Cluster 3
216,The Fool,Moderat,0.493,0.458,7,-10.62,0,0.0329,0.654,0.758,0.227,0.119,132.759,audio_features,29DpBWFwXBnJDxXBxrdTZD,spotify:track:29DpBWFwXBnJDxXBxrdTZD,https://api.spotify.com/v1/tracks/29DpBWFwXBnJDxXBxrdTZD,https://api.spotify.com/v1/audio-analysis/29DpBWFwXBnJDxXBxrdTZD,252062,4,Cluster 3
217,A View to a Kill,L'Impératrice,0.461,0.693,8,-8.316,0,0.0333,0.627,0.894,0.099,0.237,152.157,audio_features,7fN3QQtmCMkiczQ41IuhwK,spotify:track:7fN3QQtmCMkiczQ41IuhwK,https://api.spotify.com/v1/tracks/7fN3QQtmCMkiczQ41IuhwK,https://api.spotify.com/v1/audio-analysis/7fN3QQtmCMkiczQ41IuhwK,313457,4,Cluster 3
218,I Dont Wana Be Your Lover,Mehmet Güreli,0.594,0.437,0,-10.388,1,0.0269,0.859,0.00981,0.0793,0.725,131.929,audio_features,1IWxOiK6rRwZxzM6eVp3pR,spotify:track:1IWxOiK6rRwZxzM6eVp3pR,https://api.spotify.com/v1/tracks/1IWxOiK6rRwZxzM6eVp3pR,https://api.spotify.com/v1/audio-analysis/1IWxOiK6rRwZxzM6eVp3pR,239493,4,Cluster 3
219,True Romance - CD Version,DAVID AUGUST,0.796,0.273,11,-12.579,0,0.0458,0.222,0.831,0.0694,0.158,115.012,audio_features,2Ja4bvm9zJYUanWBf1RM4W,spotify:track:2Ja4bvm9zJYUanWBf1RM4W,https://api.spotify.com/v1/tracks/2Ja4bvm9zJYUanWBf1RM4W,https://api.spotify.com/v1/audio-analysis/2Ja4bvm9zJYUanWBf1RM4W,389232,4,Cluster 1
220,Open Your Arms,Thomas Azier,0.15,0.37,0,-14.824,0,0.0358,0.925,0.687,0.131,0.145,73.272,audio_features,3p55ae8VJqSZTy5hzan5wd,spotify:track:3p55ae8VJqSZTy5hzan5wd,https://api.spotify.com/v1/tracks/3p55ae8VJqSZTy5hzan5wd,https://api.spotify.com/v1/audio-analysis/3p55ae8VJqSZTy5hzan5wd,248520,4,Cluster 3
221,Les pensées,The Architect,0.678,0.535,10,-8.592,0,0.0392,0.0151,0.0205,0.0969,0.0392,97.975,audio_features,0fira69E5qwYJNSvzEOCs7,spotify:track:0fira69E5qwYJNSvzEOCs7,https://api.spotify.com/v1/tracks/0fira69E5qwYJNSvzEOCs7,https://api.spotify.com/v1/audio-analysis/0fira69E5qwYJNSvzEOCs7,238156,4,Cluster 1
222,8-9 Senedir Kendimi Iyi Hissetmiyorum,Feyyaz Yigit,0.537,0.183,4,-18.097,0,0.0663,0.768,0.0139,0.123,0.0669,126.941,audio_features,1h7HWygkkUE58VTRdurXrf,spotify:track:1h7HWygkkUE58VTRdurXrf,https://api.spotify.com/v1/tracks/1h7HWygkkUE58VTRdurXrf,https://api.spotify.com/v1/audio-analysis/1h7HWygkkUE58VTRdurXrf,291900,1,Cluster 3
223,Love 66,Antenna,0.58,0.707,4,-9.539,0,0.0694,0.168,0.889,0.31,0.694,196.021,audio_features,1Mz7BniVXWXwaif4Dd0D6K,spotify:track:1Mz7BniVXWXwaif4Dd0D6K,https://api.spotify.com/v1/tracks/1Mz7BniVXWXwaif4Dd0D6K,https://api.spotify.com/v1/audio-analysis/1Mz7BniVXWXwaif4Dd0D6K,500266,4,Cluster 1
224,Bahr (feat. Erik Truffaz),Mashrou' Leila,0.371,0.662,6,-7.137,0,0.0395,0.718,0.000605,0.122,0.215,82.969,audio_features,0Wza5vVl1eLx9x85WQXudD,spotify:track:0Wza5vVl1eLx9x85WQXudD,https://api.spotify.com/v1/tracks/0Wza5vVl1eLx9x85WQXudD,https://api.spotify.com/v1/audio-analysis/0Wza5vVl1eLx9x85WQXudD,207200,4,Cluster 3
225,Echoes,Thomas Azier,0.482,0.706,6,-6.407,1,0.0436,0.0415,0.0164,0.145,0.247,145.892,audio_features,5caTG5paI81roEZnljGQQf,spotify:track:5caTG5paI81roEZnljGQQf,https://api.spotify.com/v1/tracks/5caTG5paI81roEZnljGQQf,https://api.spotify.com/v1/audio-analysis/5caTG5paI81roEZnljGQQf,174979,4,Cluster 3
226,Rainy Day,TumaniYO,0.508,0.717,6,-8.601,1,0.0324,0.0131,0.0,0.161,0.215,131.925,audio_features,5Qgi3gmTKpBRiJ6odlB7vb,spotify:track:5Qgi3gmTKpBRiJ6odlB7vb,https://api.spotify.com/v1/tracks/5Qgi3gmTKpBRiJ6odlB7vb,https://api.spotify.com/v1/audio-analysis/5Qgi3gmTKpBRiJ6odlB7vb,282208,4,Cluster 3
